         87054601 function calls (85851824 primitive calls) in 16.283 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 socket_checker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 base.py:922(CertificateRevocationListBuilder)
        1    0.000    0.000    0.000    0.000 uuid.py:716(uuid4)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:105(HTTPConnectionPool)
        5    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base.py:183(SelectionMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 numeric.py:368(Int64Index)
        1    0.000    0.000    0.000    0.000 pytables.py:101(BinOp)
        1    0.000    0.000    0.000    0.000 client_options.py:70(_parse_ssl_options)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 legacy.py:52(CharsetNormalizerMatches)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        1    0.000    0.000    0.001    0.001 traceback.py:220(extract_stack)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 tac_cfg.py:58(TACGraph)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.001    0.001 _adapters.py:146(_reader)
        1    0.000    0.000    0.000    0.000 settings.py:147(get_topology_type)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        5    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        2    0.000    0.000    0.000    0.000 __about__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monitoring.py:1372(_EventListeners)
        1    0.000    0.000    0.000    0.000 base.py:36(DataManager)
        1    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 message.py:972(MIMEPart)
        1    0.000    0.000    0.000    0.000 pool.py:1137(Pool)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 client_session.py:950(_materialize)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
       26    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 resolver.py:734(BaseResolver)
        1    0.000    0.000    0.000    0.000 reversename.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 regex.py:46(Regex)
        1    0.000    0.000    0.000    0.000 topology.py:463(receive_cluster_time)
        1    0.000    0.000    0.000    0.000 rdataclass.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:659(min)
        1    0.000    0.000    0.000    0.000 indexing.py:1437(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 rolling.py:1380(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 platform.py:776(uname_result)
        2    0.000    0.000    0.000    0.000 {method 'unpack' of '_struct.Struct' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 monitor.py:339(__init__)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 retry.py:243(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:574(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:26(InfinityType)
       21    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
       10    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
        1    0.000    0.000    0.000    0.000 operations.py:312(UpdateOne)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1872(IPv6Address)
        1    0.000    0.000    0.000    0.000 ops.py:1118(BinGrouper)
        1    0.000    0.000    0.000    0.000 extras.py:1497(MAxisConcatenator)
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:637(Barrier)
        2    0.000    0.000    0.000    0.000 codec_options.py:426(with_options)
        2    0.000    0.000    0.000    0.000 inspect.py:2763(__str__)
        1    0.000    0.000    0.000    0.000 models.py:641(Response)
        1    0.000    0.000    0.000    0.000 periodic_executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:219(StringArray)
        1    0.000    0.000    0.000    0.000 lattice.py:1(<module>)
       24    0.000    0.000    0.000    0.000 functools.py:668(<listcomp>)
        2    0.000    0.000    0.000    0.000 topology.py:194(get_server_selection_timeout)
        1    0.000    0.000    0.000    0.000 ssh.py:172(_FragList)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:172(Column)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 message.py:99(MessageSection)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 base.py:593(CertificateSigningRequestBuilder)
       28    0.000    0.000    0.000    0.000 son.py:96(__iter__)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
        1    0.000    0.000    0.011    0.011 mgofetcher.py:34(get_tx)
       22    0.000    0.000    0.000    0.000 expr.py:297(_op_maker)
        1    0.000    0.000    0.000    0.000 mongo_client.py:2171(__exit__)
       14    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 rsa.py:15(RSAPrivateKey)
        2    0.000    0.000    0.000    0.000 textwrap.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 ed448.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:157(_split)
        1    0.000    0.000    0.000    0.000 errors.py:177(OperationFailure)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
       15    0.000    0.000    0.000    0.000 ssl.py:1000(_sslcopydoc)
        8    0.000    0.000    0.000    0.000 typing.py:2885(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.001    0.001 rrset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 renderer.py:36(Renderer)
        1    0.000    0.000    0.000    0.000 timestamp.py:28(Timestamp)
        1    0.000    0.000    0.000    0.000 algorithms.py:1259(SelectN)
        1    0.000    0.000    0.000    0.000 blocks.py:1371(EABackedBlock)
        5    0.000    0.000    0.000    0.000 generic.py:49(_subclasscheck)
        1    0.000    0.000    0.000    0.000 boolean.py:233(BooleanArray)
        9    0.000    0.000    0.000    0.000 common.py:941(__setitem__)
        1    0.000    0.000    0.000    0.000 timestamp.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:299(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 uri_parser.py:355(split_hosts)
        1    0.000    0.000    0.000    0.000 grouper.py:435(Grouping)
        4    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 extensions.py:834(PolicyInformation)
       36    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
        2    0.000    0.000    0.000    0.000 methods.py:16(_get_method_wrappers)
        1    0.000    0.000    0.000    0.000 read_concern.py:20(ReadConcern)
       24    0.000    0.000    0.000    0.000 function.py:44(__init__)
        1    0.000    0.000    0.000    0.000 column.py:60(PandasColumn)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1351(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 entropy.py:35(__init__)
        1    0.000    0.000    0.000    0.000 info.py:367(BaseInfo)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:362(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patterns.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:18(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 hashes.py:69(Hash)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:16(__init__)
      7/1    0.000    0.000    0.000    0.000 functools.py:725(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
       15    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 rsa.py:291(RSAPrivateNumbers)
        2    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
        3    0.000    0.000    0.000    0.000 __init__.py:108(import_module)
       20    0.000    0.000    0.000    0.000 config.py:849(inner)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 _oid.py:155(ExtendedKeyUsageOID)
       21    0.000    0.000    0.000    0.000 __init__.py:468(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 monitoring.py:1381(__init__)
        9    0.000    0.000    0.000    0.000 dataclasses.py:389(<listcomp>)
        1    0.000    0.000    0.000    0.000 floating.py:14(FloatingDtype)
        1    0.000    0.000    0.000    0.000 stata.py:3112(StataWriter117)
        1    0.000    0.000    0.000    0.000 evm_cfg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:1687(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 merge.py:605(_MergeOperation)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 driver_info.py:1(<module>)
       11    0.000    0.000    0.000    0.000 traceback.py:264(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 integer.py:14(IntegerDtype)
        1    0.000    0.000    0.000    0.000 base.py:82(Attribute)
        1    0.000    0.000    0.000    0.000 inspect.py:2042(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 client_session.py:170(SessionOptions)
        1    0.000    0.000    0.000    0.000 settings.py:161(<listcomp>)
        1    0.000    0.000    0.000    0.000 concat.py:353(JoinUnit)
        1    0.000    0.000    0.000    0.000 models.py:314(PreparedRequest)
        1    0.000    0.000    0.000    0.000 extensions.py:1774(InvalidityDate)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        2    0.000    0.000    0.000    0.000 textwrap.py:341(_split_chunks)
        3    0.000    0.000    0.000    0.000 codec_options.py:145(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:67(_ModuleWithDeprecations)
        1    0.000    0.000    0.000    0.000 pool.py:573(apply_timeout)
        1    0.000    0.000    0.000    0.000 core.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 node.py:45(NodeKind)
        1    0.000    0.000    0.000    0.000 hashes.py:12(HashAlgorithm)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:2823(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 string_.py:58(StringDtype)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 extensions.py:1126(KeyUsage)
        1    0.000    0.000    0.000    0.000 dtypes.py:72(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 traceback.py:439(from_list)
        1    0.000    0.000    0.000    0.000 max_key.py:20(MaxKey)
        1    0.000    0.000    0.000    0.000 python_parser.py:60(PythonParser)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 x448.py:1(<module>)
        7    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 mongo_client.py:1726(_return_server_session)
        2    0.000    0.000    0.000    0.000 pool.py:910(send_cluster_time)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:374(DataFrame)
        1    0.000    0.000    0.000    0.000 indexing.py:1096(_LocIndexer)
        1    0.000    0.000    0.000    0.000 extensions.py:738(PolicyConstraints)
        1    0.000    0.000    0.000    0.000 rsa.py:67(RSAPublicKey)
        1    0.000    0.000    0.000    0.000 socket.py:944(getaddrinfo)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 code.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 op.py:7(Op)
        1    0.000    0.000    0.000    0.000 _exceptions.py:215(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _json.py:760(JsonReader)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:1621(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:708(ArrayManager)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
       11    0.000    0.000    0.000    0.000 dataclasses.py:511(_init_param)
        1    0.000    0.000    0.000    0.000 apply.py:931(FrameRowApply)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 mongo_client.py:1541(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 read_concern.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2595(MaskedIterator)
        1    0.000    0.000    0.000    0.000 numeric.py:404(Float64Index)
        1    0.000    0.000    0.000    0.000 core.py:3121(view)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 traceback.py:636(TracebackException)
        1    0.000    0.000    0.000    0.000 lattice.py:159(IntLatticeElement)
        1    0.000    0.000    0.000    0.000 zipfile.py:2290(Path)
        1    0.000    0.000    0.000    0.000 oid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        2    0.000    0.000    0.000    0.000 nanops.py:1029(_nanminmax)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        6    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 format.py:1010(DataFrameRenderer)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.000    0.000 errors.py:85(AutoReconnect)
        3    0.000    0.000    0.000    0.000 pool.py:125(_set_tcp_option)
        1    0.000    0.000    0.000    0.000 common.py:923(_CaseInsensitiveDictionary)
        1    0.000    0.000    0.001    0.001 renderer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 x448.py:36(X448PrivateKey)
        4    0.000    0.000    0.000    0.000 core.py:3407(dtype)
        1    0.000    0.000    0.000    0.000 __init__.py:398(_FixedOffset)
        1    0.000    0.000    0.000    0.000 _odfreader.py:28(ODFReader)
        1    0.000    0.000    0.000    0.000 client_session.py:476(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:840(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 x448.py:12(X448PublicKey)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        1    0.000    0.000    0.000    0.000 topology.py:569(return_server_session)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 _serialization.py:74(KeySerializationEncryptionBuilder)
        1    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:772(create_module)
        1    0.000    0.000    0.000    0.000 errors.py:287(BulkWriteError)
        1    0.000    0.000    0.000    0.000 results.py:157(BulkWriteResult)
        1    0.000    0.000    0.000    0.000 extensions.py:288(SubjectKeyIdentifier)
        8    0.000    0.000    0.000    0.000 network.py:250(wait_for_read)
        1    0.000    0.000    0.000    0.000 edns.py:29(OptionType)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1383(IPv4Interface)
        1    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
        1    0.000    0.000    0.000    0.000 dtypes.py:1314(PandasDtype)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:19(XlrdReader)
        1    0.000    0.000    0.000    0.000 sessions.py:355(Session)
       12    0.000    0.000    0.000    0.000 _parser.py:160(__delitem__)
        1    0.000    0.000    0.000    0.000 name.py:212(RelativeDistinguishedName)
        1    0.000    0.000    0.000    0.000 client_session.py:233(TransactionOptions)
        2    0.000    0.000    0.000    0.000 <frozen os>:681(__setitem__)
        1    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 ZONEMD.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 opcode.py:23(Opcode)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1317(BSON)
        2    0.000    0.000    0.000    0.000 sysconfig.py:311(get_default_scheme)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client_session.py:501(_end_session)
        1    0.000    0.000    0.000    0.000 objects.py:43(BaseIndexer)
        1    0.000    0.000    0.000    0.000 extensions.py:112(Extensions)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        7    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 _odswriter.py:32(ODSWriter)
        1    0.000    0.000    0.000    0.000 tac_cfg.py:519(TACAssignOp)
        1    0.000    0.000    0.000    0.000 periodic_executor.py:25(PeriodicExecutor)
        1    0.000    0.000    0.000    0.000 name.py:16(_ASN1Type)
        1    0.000    0.000    0.000    0.000 pathlib.py:536(__str__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:396(abspath)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cfg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edns.py:171(ECSOption)
        1    0.000    0.000    0.000    0.000 _oid.py:178(CertificatePoliciesOID)
        1    0.000    0.000    0.000    0.000 core.py:6285(mvoid)
        1    0.000    0.000    0.000    0.000 base.py:1057(RevokedCertificateBuilder)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        7    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 inspect.py:2068(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 OPT.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 pathlib.py:530(_make_child)
        1    0.000    0.000    0.000    0.000 client_session.py:1092(return_server_session)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 {built-in method fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 _common.py:47(get_package)
        1    0.000    0.000    0.000    0.000 tarfile.py:600(_FileInFile)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        3    0.000    0.000    0.000    0.000 periodic_executor.py:26(__init__)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 expr.py:783(Expr)
        1    0.000    0.000    0.000    0.000 sql.py:769(SQLTable)
        1    0.000    0.000    0.000    0.000 min_key.py:20(MinKey)
        1    0.000    0.000    0.000    0.000 scope.py:88(Scope)
        1    0.000    0.000    0.000    0.000 function_base.py:2116(vectorize)
        1    0.000    0.000    0.000    0.000 extensions.py:505(CRLDistributionPoints)
        1    0.000    0.000    0.000    0.000 pool.py:612(hello_cmd)
        1    0.000    0.000    0.000    0.000 models.py:357(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 ec.py:403(EllipticCurvePrivateNumbers)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
       11    0.000    0.000    0.000    0.000 dataclasses.py:439(_field_assign)
        1    0.000    0.000    0.000    0.000 algorithms.py:91(Blowfish)
        1    0.000    0.000    0.000    0.000 tokenizer.py:193(Tokenizer)
        1    0.000    0.000    0.002    0.002 wire.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cursor.py:432(close)
        1    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:435(validate)
        1    0.000    0.000    0.000    0.000 general_name.py:35(RFC822Name)
        1    0.000    0.000    0.000    0.000 __init__.py:213(UTC)
        1    0.000    0.000    0.000    0.000 extension.py:138(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 __init__.py:1402(_fixupChildren)
        1    0.000    0.000    0.000    0.000 _parser.py:1006(addgroup)
        1    0.000    0.000    0.000    0.000 timedeltas.py:31(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 dh.py:22(DHParameterNumbers)
        3    0.000    0.000    0.000    0.000 dataclasses.py:550(<dictcomp>)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 mongo_client.py:2122(__init__)
        1    0.000    0.000    0.000    0.000 bulk.py:139(_Bulk)
        1    0.000    0.000    0.010    0.010 mongo_client.py:1302(_run_operation)
        1    0.000    0.000    0.000    0.000 enum.py:1532(unique)
        1    0.000    0.000    0.000    0.000 ssh.py:294(_SSHFormatDSA)
        2    0.000    0.000    0.000    0.000 core.py:6583(__setattr__)
        1    0.000    0.000    0.001    0.001 topology.py:536(_check_implicit_session_support)
        1    0.000    0.000    0.000    0.000 operations.py:370(UpdateMany)
        1    0.000    0.000    0.000    0.000 pathlib.py:504(_from_parts)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:20(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 traceback.py:247(FrameSummary)
        1    0.000    0.000    0.000    0.000 request.py:2139(FancyURLopener)
        4    0.000    0.000    0.000    0.000 timedeltas.py:65(_field_accessor)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
       11    0.000    0.000    0.000    0.000 config.py:837(inner)
        2    0.000    0.000    0.000    0.000 expr.py:127(_compose)
        1    0.000    0.000    0.000    0.000 tac_cfg.py:429(TACOp)
        1    0.000    0.000    0.000    0.000 ed25519.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        1    0.000    0.000    0.000    0.000 _immutable_ctx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(_Reasons)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 extensions.py:690(ReasonFlags)
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
        1    0.000    0.000    0.000    0.000 traceback.py:372(StackSummary)
        1    0.000    0.000    0.000    0.000 uri_parser.py:270(_normalize_options)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 _typing.py:244(ReadCsvBuffer)
        1    0.000    0.000    0.000    0.000 mongo_client.py:1775(_send_cluster_time)
        1    0.000    0.000    0.000    0.000 cookiejar.py:92(<listcomp>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 ssh.py:366(_SSHFormatECDSA)
        1    0.000    0.000    0.000    0.000 rdataset.py:327(ImmutableRdataset)
        1    0.000    0.000    0.000    0.000 hello.py:97(all_hosts)
       16    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.001    0.001 message.py:1391(unpack_response)
        1    0.000    0.000    0.000    0.000 memtypes.py:387(MetaVariable)
        2    0.000    0.000    0.000    0.000 typing.py:1470(copy_with)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
       14    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:344(ZipInfo)
        1    0.000    0.000    0.000    0.000 aggregation.py:212(_DatabaseAggregationCommand)
        1    0.000    0.000    0.000    0.000 apply.py:991(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 extensions.py:1893(OCSPNonce)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 apply.py:106(Apply)
       20    0.000    0.000    0.000    0.000 common.py:936(<genexpr>)
        1    0.000    0.000    0.000    0.000 topology.py:260(_select_server)
        8    0.000    0.000    0.000    0.000 common.py:946(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 x25519.py:36(X25519PrivateKey)
       11    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 __init__.py:256(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 hello.py:36(_get_server_type)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:540(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 x25519.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:118(Attributes)
        4    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       38    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 exception.py:1(<module>)
